location,date,vaccine,total_vaccinations
Iceland,2021-01-03,Oxford/AstraZeneca,0
Iceland,2021-01-03,Pfizer/BioNTech,4945
Iceland,2021-01-04,Johnson&Johnson,0
Iceland,2021-01-04,Moderna,2
Iceland,2021-01-04,Oxford/AstraZeneca,0
Iceland,2021-01-04,Pfizer/BioNTech,4945
Iceland,2021-01-05,Johnson&Johnson,0
Iceland,2021-01-05,Moderna,3
Iceland,2021-01-05,Oxford/AstraZeneca,0
Iceland,2021-01-05,Pfizer/BioNTech,4952
Iceland,2021-01-06,Johnson&Johnson,0
Iceland,2021-01-06,Moderna,3
Iceland,2021-01-06,Oxford/AstraZeneca,0
Iceland,2021-01-06,Pfizer/BioNTech,4953
Iceland,2021-01-07,Johnson&Johnson,0
Iceland,2021-01-07,Moderna,3
Iceland,2021-01-07,Oxford/AstraZeneca,0
Iceland,2021-01-07,Pfizer/BioNTech,4954
Iceland,2021-01-08,Johnson&Johnson,0
Iceland,2021-01-08,Moderna,3
Iceland,2021-01-08,Oxford/AstraZeneca,0
Iceland,2021-01-08,Pfizer/BioNTech,4954
Iceland,2021-01-09,Johnson&Johnson,0
Iceland,2021-01-09,Moderna,3
Iceland,2021-01-09,Oxford/AstraZeneca,0
Iceland,2021-01-09,Pfizer/BioNTech,4954
Iceland,2021-01-10,Johnson&Johnson,0
Iceland,2021-01-10,Moderna,3
Iceland,2021-01-10,Oxford/AstraZeneca,0
Iceland,2021-01-10,Pfizer/BioNTech,4954
Iceland,2021-01-11,Johnson&Johnson,0
Iceland,2021-01-11,Moderna,3
Iceland,2021-01-11,Oxford/AstraZeneca,0
Iceland,2021-01-11,Pfizer/BioNTech,4955
Iceland,2021-01-12,Johnson&Johnson,0
Iceland,2021-01-12,Moderna,3
Iceland,2021-01-12,Oxford/AstraZeneca,0
Iceland,2021-01-12,Pfizer/BioNTech,4956
Iceland,2021-01-13,Johnson&Johnson,0
Iceland,2021-01-13,Moderna,503
Iceland,2021-01-13,Oxford/AstraZeneca,0
Iceland,2021-01-13,Pfizer/BioNTech,4956
Iceland,2021-01-14,Johnson&Johnson,0
Iceland,2021-01-14,Moderna,845
Iceland,2021-01-14,Oxford/AstraZeneca,0
Iceland,2021-01-14,Pfizer/BioNTech,4956
Iceland,2021-01-15,Johnson&Johnson,0
Iceland,2021-01-15,Moderna,1264
Iceland,2021-01-15,Oxford/AstraZeneca,0
Iceland,2021-01-15,Pfizer/BioNTech,4958
Iceland,2021-01-16,Johnson&Johnson,0
Iceland,2021-01-16,Moderna,1264
Iceland,2021-01-16,Oxford/AstraZeneca,0
Iceland,2021-01-16,Pfizer/BioNTech,4958
Iceland,2021-01-17,Johnson&Johnson,0
Iceland,2021-01-17,Moderna,1264
Iceland,2021-01-17,Oxford/AstraZeneca,0
Iceland,2021-01-17,Pfizer/BioNTech,4958
Iceland,2021-01-18,Johnson&Johnson,0
Iceland,2021-01-18,Moderna,1265
Iceland,2021-01-18,Oxford/AstraZeneca,0
Iceland,2021-01-18,Pfizer/BioNTech,4990
Iceland,2021-01-19,Johnson&Johnson,0
Iceland,2021-01-19,Moderna,1265
Iceland,2021-01-19,Oxford/AstraZeneca,0
Iceland,2021-01-19,Pfizer/BioNTech,6084
Iceland,2021-01-20,Johnson&Johnson,0
Iceland,2021-01-20,Moderna,1265
Iceland,2021-01-20,Oxford/AstraZeneca,0
Iceland,2021-01-20,Pfizer/BioNTech,7846
Iceland,2021-01-21,Johnson&Johnson,0
Iceland,2021-01-21,Moderna,1265
Iceland,2021-01-21,Oxford/AstraZeneca,1
Iceland,2021-01-21,Pfizer/BioNTech,11624
Iceland,2021-01-22,Johnson&Johnson,0
Iceland,2021-01-22,Moderna,1265
Iceland,2021-01-22,Oxford/AstraZeneca,1
Iceland,2021-01-22,Pfizer/BioNTech,13516
Iceland,2021-01-23,Johnson&Johnson,0
Iceland,2021-01-23,Moderna,1265
Iceland,2021-01-23,Oxford/AstraZeneca,1
Iceland,2021-01-23,Pfizer/BioNTech,14066
Iceland,2021-01-24,Johnson&Johnson,0
Iceland,2021-01-24,Moderna,1265
Iceland,2021-01-24,Oxford/AstraZeneca,1
Iceland,2021-01-24,Pfizer/BioNTech,14066
Iceland,2021-01-25,Johnson&Johnson,0
Iceland,2021-01-25,Moderna,1266
Iceland,2021-01-25,Oxford/AstraZeneca,2
Iceland,2021-01-25,Pfizer/BioNTech,14223
Iceland,2021-01-26,Johnson&Johnson,0
Iceland,2021-01-26,Moderna,1266
Iceland,2021-01-26,Oxford/AstraZeneca,2
Iceland,2021-01-26,Pfizer/BioNTech,14330
Iceland,2021-01-27,Johnson&Johnson,0
Iceland,2021-01-27,Moderna,1266
Iceland,2021-01-27,Oxford/AstraZeneca,2
Iceland,2021-01-27,Pfizer/BioNTech,14345
Iceland,2021-01-28,Johnson&Johnson,0
Iceland,2021-01-28,Moderna,1266
Iceland,2021-01-28,Oxford/AstraZeneca,2
Iceland,2021-01-28,Pfizer/BioNTech,14347
Iceland,2021-01-29,Johnson&Johnson,0
Iceland,2021-01-29,Moderna,1266
Iceland,2021-01-29,Oxford/AstraZeneca,2
Iceland,2021-01-29,Pfizer/BioNTech,14349
Iceland,2021-01-30,Johnson&Johnson,0
Iceland,2021-01-30,Moderna,1266
Iceland,2021-01-30,Oxford/AstraZeneca,2
Iceland,2021-01-30,Pfizer/BioNTech,14349
Iceland,2021-01-31,Johnson&Johnson,0
Iceland,2021-01-31,Moderna,1266
Iceland,2021-01-31,Oxford/AstraZeneca,2
Iceland,2021-01-31,Pfizer/BioNTech,14349
Iceland,2021-02-01,Johnson&Johnson,0
Iceland,2021-02-01,Moderna,1266
Iceland,2021-02-01,Oxford/AstraZeneca,2
Iceland,2021-02-01,Pfizer/BioNTech,14786
Iceland,2021-02-02,Johnson&Johnson,0
Iceland,2021-02-02,Moderna,1267
Iceland,2021-02-02,Oxford/AstraZeneca,2
Iceland,2021-02-02,Pfizer/BioNTech,15801
Iceland,2021-02-03,Johnson&Johnson,0
Iceland,2021-02-03,Moderna,1267
Iceland,2021-02-03,Oxford/AstraZeneca,2
Iceland,2021-02-03,Pfizer/BioNTech,16330
Iceland,2021-02-04,Johnson&Johnson,0
Iceland,2021-02-04,Moderna,1267
Iceland,2021-02-04,Oxford/AstraZeneca,2
Iceland,2021-02-04,Pfizer/BioNTech,16369
Iceland,2021-02-05,Johnson&Johnson,0
Iceland,2021-02-05,Moderna,1267
Iceland,2021-02-05,Oxford/AstraZeneca,2
Iceland,2021-02-05,Pfizer/BioNTech,16394
Iceland,2021-02-06,Johnson&Johnson,0
Iceland,2021-02-06,Moderna,1267
Iceland,2021-02-06,Oxford/AstraZeneca,2
Iceland,2021-02-06,Pfizer/BioNTech,16515
Iceland,2021-02-07,Johnson&Johnson,0
Iceland,2021-02-07,Moderna,1267
Iceland,2021-02-07,Oxford/AstraZeneca,2
Iceland,2021-02-07,Pfizer/BioNTech,16515
Iceland,2021-02-08,Johnson&Johnson,0
Iceland,2021-02-08,Moderna,1267
Iceland,2021-02-08,Oxford/AstraZeneca,2
Iceland,2021-02-08,Pfizer/BioNTech,16515
Iceland,2021-02-09,Johnson&Johnson,0
Iceland,2021-02-09,Moderna,1267
Iceland,2021-02-09,Oxford/AstraZeneca,2
Iceland,2021-02-09,Pfizer/BioNTech,16515
Iceland,2021-02-10,Johnson&Johnson,0
Iceland,2021-02-10,Moderna,1817
Iceland,2021-02-10,Oxford/AstraZeneca,2
Iceland,2021-02-10,Pfizer/BioNTech,16516
Iceland,2021-02-11,Johnson&Johnson,0
Iceland,2021-02-11,Moderna,1994
Iceland,2021-02-11,Oxford/AstraZeneca,1210
Iceland,2021-02-11,Pfizer/BioNTech,16518
Iceland,2021-02-12,Johnson&Johnson,0
Iceland,2021-02-12,Moderna,2202
Iceland,2021-02-12,Oxford/AstraZeneca,1210
Iceland,2021-02-12,Pfizer/BioNTech,16534
Iceland,2021-02-13,Johnson&Johnson,0
Iceland,2021-02-13,Moderna,2202
Iceland,2021-02-13,Oxford/AstraZeneca,1210
Iceland,2021-02-13,Pfizer/BioNTech,16534
Iceland,2021-02-14,Johnson&Johnson,0
Iceland,2021-02-14,Moderna,2202
Iceland,2021-02-14,Oxford/AstraZeneca,1210
Iceland,2021-02-14,Pfizer/BioNTech,16534
Iceland,2021-02-15,Johnson&Johnson,0
Iceland,2021-02-15,Moderna,2389
Iceland,2021-02-15,Oxford/AstraZeneca,1210
Iceland,2021-02-15,Pfizer/BioNTech,16536
Iceland,2021-02-16,Johnson&Johnson,0
Iceland,2021-02-16,Moderna,2589
Iceland,2021-02-16,Oxford/AstraZeneca,1254
Iceland,2021-02-16,Pfizer/BioNTech,17831
Iceland,2021-02-17,Johnson&Johnson,0
Iceland,2021-02-17,Moderna,3240
Iceland,2021-02-17,Oxford/AstraZeneca,1518
Iceland,2021-02-17,Pfizer/BioNTech,20259
Iceland,2021-02-18,Johnson&Johnson,0
Iceland,2021-02-18,Moderna,3581
Iceland,2021-02-18,Oxford/AstraZeneca,1597
Iceland,2021-02-18,Pfizer/BioNTech,20710
Iceland,2021-02-19,Johnson&Johnson,0
Iceland,2021-02-19,Moderna,3911
Iceland,2021-02-19,Oxford/AstraZeneca,2721
Iceland,2021-02-19,Pfizer/BioNTech,20898
Iceland,2021-02-20,Johnson&Johnson,0
Iceland,2021-02-20,Moderna,3911
Iceland,2021-02-20,Oxford/AstraZeneca,2722
Iceland,2021-02-20,Pfizer/BioNTech,21249
Iceland,2021-02-21,Johnson&Johnson,0
Iceland,2021-02-21,Moderna,3911
Iceland,2021-02-21,Oxford/AstraZeneca,2722
Iceland,2021-02-21,Pfizer/BioNTech,21249
Iceland,2021-02-22,Johnson&Johnson,0
Iceland,2021-02-22,Moderna,3911
Iceland,2021-02-22,Oxford/AstraZeneca,2839
Iceland,2021-02-22,Pfizer/BioNTech,21275
Iceland,2021-02-23,Johnson&Johnson,0
Iceland,2021-02-23,Moderna,3911
Iceland,2021-02-23,Oxford/AstraZeneca,3160
Iceland,2021-02-23,Pfizer/BioNTech,22650
Iceland,2021-02-24,Johnson&Johnson,0
Iceland,2021-02-24,Moderna,3911
Iceland,2021-02-24,Oxford/AstraZeneca,3733
Iceland,2021-02-24,Pfizer/BioNTech,23961
Iceland,2021-02-25,Johnson&Johnson,0
Iceland,2021-02-25,Moderna,3911
Iceland,2021-02-25,Oxford/AstraZeneca,3943
Iceland,2021-02-25,Pfizer/BioNTech,24480
Iceland,2021-02-26,Johnson&Johnson,0
Iceland,2021-02-26,Moderna,3911
Iceland,2021-02-26,Oxford/AstraZeneca,5170
Iceland,2021-02-26,Pfizer/BioNTech,24639
Iceland,2021-02-27,Johnson&Johnson,0
Iceland,2021-02-27,Moderna,3911
Iceland,2021-02-27,Oxford/AstraZeneca,5174
Iceland,2021-02-27,Pfizer/BioNTech,24798
Iceland,2021-02-28,Johnson&Johnson,0
Iceland,2021-02-28,Moderna,3911
Iceland,2021-02-28,Oxford/AstraZeneca,5174
Iceland,2021-02-28,Pfizer/BioNTech,24798
Iceland,2021-03-01,Johnson&Johnson,0
Iceland,2021-03-01,Moderna,3911
Iceland,2021-03-01,Oxford/AstraZeneca,5271
Iceland,2021-03-01,Pfizer/BioNTech,24800
Iceland,2021-03-02,Johnson&Johnson,0
Iceland,2021-03-02,Moderna,3912
Iceland,2021-03-02,Oxford/AstraZeneca,5405
Iceland,2021-03-02,Pfizer/BioNTech,27158
Iceland,2021-03-03,Johnson&Johnson,0
Iceland,2021-03-03,Moderna,3913
Iceland,2021-03-03,Oxford/AstraZeneca,5520
Iceland,2021-03-03,Pfizer/BioNTech,29913
Iceland,2021-03-04,Johnson&Johnson,0
Iceland,2021-03-04,Moderna,3914
Iceland,2021-03-04,Oxford/AstraZeneca,5888
Iceland,2021-03-04,Pfizer/BioNTech,30096
Iceland,2021-03-05,Johnson&Johnson,3
Iceland,2021-03-05,Moderna,3914
Iceland,2021-03-05,Oxford/AstraZeneca,8182
Iceland,2021-03-05,Pfizer/BioNTech,30101
Iceland,2021-03-06,Johnson&Johnson,3
Iceland,2021-03-06,Moderna,3914
Iceland,2021-03-06,Oxford/AstraZeneca,8183
Iceland,2021-03-06,Pfizer/BioNTech,30105
Iceland,2021-03-07,Johnson&Johnson,4
Iceland,2021-03-07,Moderna,3914
Iceland,2021-03-07,Oxford/AstraZeneca,8183
Iceland,2021-03-07,Pfizer/BioNTech,30105
Iceland,2021-03-08,Johnson&Johnson,4
Iceland,2021-03-08,Moderna,3914
Iceland,2021-03-08,Oxford/AstraZeneca,8188
Iceland,2021-03-08,Pfizer/BioNTech,30107
Iceland,2021-03-09,Johnson&Johnson,4
Iceland,2021-03-09,Moderna,3915
Iceland,2021-03-09,Oxford/AstraZeneca,8329
Iceland,2021-03-09,Pfizer/BioNTech,32783
Iceland,2021-03-10,Johnson&Johnson,4
Iceland,2021-03-10,Moderna,3915
Iceland,2021-03-10,Oxford/AstraZeneca,8934
Iceland,2021-03-10,Pfizer/BioNTech,33370
Iceland,2021-03-11,Johnson&Johnson,5
Iceland,2021-03-11,Moderna,3915
Iceland,2021-03-11,Oxford/AstraZeneca,9321
Iceland,2021-03-11,Pfizer/BioNTech,33800
Iceland,2021-03-12,Johnson&Johnson,5
Iceland,2021-03-12,Moderna,3915
Iceland,2021-03-12,Oxford/AstraZeneca,9321
Iceland,2021-03-12,Pfizer/BioNTech,33998
Iceland,2021-03-13,Johnson&Johnson,6
Iceland,2021-03-13,Moderna,3915
Iceland,2021-03-13,Oxford/AstraZeneca,9323
Iceland,2021-03-13,Pfizer/BioNTech,33999
Iceland,2021-03-14,Johnson&Johnson,6
Iceland,2021-03-14,Moderna,3915
Iceland,2021-03-14,Oxford/AstraZeneca,9323
Iceland,2021-03-14,Pfizer/BioNTech,33999
Iceland,2021-03-15,Johnson&Johnson,6
Iceland,2021-03-15,Moderna,3915
Iceland,2021-03-15,Oxford/AstraZeneca,9324
Iceland,2021-03-15,Pfizer/BioNTech,34019
Iceland,2021-03-16,Johnson&Johnson,6
Iceland,2021-03-16,Moderna,3918
Iceland,2021-03-16,Oxford/AstraZeneca,9324
Iceland,2021-03-16,Pfizer/BioNTech,37253
Iceland,2021-03-17,Johnson&Johnson,6
Iceland,2021-03-17,Moderna,4357
Iceland,2021-03-17,Oxford/AstraZeneca,9325
Iceland,2021-03-17,Pfizer/BioNTech,37781
Iceland,2021-03-18,Johnson&Johnson,6
Iceland,2021-03-18,Moderna,4638
Iceland,2021-03-18,Oxford/AstraZeneca,9331
Iceland,2021-03-18,Pfizer/BioNTech,38823
Iceland,2021-03-19,Johnson&Johnson,6
Iceland,2021-03-19,Moderna,4863
Iceland,2021-03-19,Oxford/AstraZeneca,9332
Iceland,2021-03-19,Pfizer/BioNTech,39011
Iceland,2021-03-20,Johnson&Johnson,6
Iceland,2021-03-20,Moderna,4863
Iceland,2021-03-20,Oxford/AstraZeneca,9334
Iceland,2021-03-20,Pfizer/BioNTech,39011
Iceland,2021-03-21,Johnson&Johnson,6
Iceland,2021-03-21,Moderna,4863
Iceland,2021-03-21,Oxford/AstraZeneca,9335
Iceland,2021-03-21,Pfizer/BioNTech,39012
Iceland,2021-03-22,Johnson&Johnson,6
Iceland,2021-03-22,Moderna,5090
Iceland,2021-03-22,Oxford/AstraZeneca,9338
Iceland,2021-03-22,Pfizer/BioNTech,40664
Iceland,2021-03-23,Johnson&Johnson,6
Iceland,2021-03-23,Moderna,5303
Iceland,2021-03-23,Oxford/AstraZeneca,9349
Iceland,2021-03-23,Pfizer/BioNTech,43628
Iceland,2021-03-24,Johnson&Johnson,6
Iceland,2021-03-24,Moderna,6731
Iceland,2021-03-24,Oxford/AstraZeneca,9350
Iceland,2021-03-24,Pfizer/BioNTech,44076
Iceland,2021-03-25,Johnson&Johnson,6
Iceland,2021-03-25,Moderna,6731
Iceland,2021-03-25,Oxford/AstraZeneca,9389
Iceland,2021-03-25,Pfizer/BioNTech,44521
Iceland,2021-03-26,Johnson&Johnson,6
Iceland,2021-03-26,Moderna,6733
Iceland,2021-03-26,Oxford/AstraZeneca,14034
Iceland,2021-03-26,Pfizer/BioNTech,44954
Iceland,2021-03-27,Johnson&Johnson,6
Iceland,2021-03-27,Moderna,6733
Iceland,2021-03-27,Oxford/AstraZeneca,14034
Iceland,2021-03-27,Pfizer/BioNTech,45343
Iceland,2021-03-28,Johnson&Johnson,6
Iceland,2021-03-28,Moderna,6734
Iceland,2021-03-28,Oxford/AstraZeneca,14035
Iceland,2021-03-28,Pfizer/BioNTech,45676
Iceland,2021-03-29,Johnson&Johnson,6
Iceland,2021-03-29,Moderna,6734
Iceland,2021-03-29,Oxford/AstraZeneca,15047
Iceland,2021-03-29,Pfizer/BioNTech,46539
Iceland,2021-03-30,Johnson&Johnson,6
Iceland,2021-03-30,Moderna,6735
Iceland,2021-03-30,Oxford/AstraZeneca,16508
Iceland,2021-03-30,Pfizer/BioNTech,50041
Iceland,2021-03-31,Johnson&Johnson,7
Iceland,2021-03-31,Moderna,6737
Iceland,2021-03-31,Oxford/AstraZeneca,17305
Iceland,2021-03-31,Pfizer/BioNTech,50888
Iceland,2021-04-01,Johnson&Johnson,9
Iceland,2021-04-01,Moderna,6737
Iceland,2021-04-01,Oxford/AstraZeneca,17307
Iceland,2021-04-01,Pfizer/BioNTech,50893
Iceland,2021-04-02,Johnson&Johnson,10
Iceland,2021-04-02,Moderna,6738
Iceland,2021-04-02,Oxford/AstraZeneca,17307
Iceland,2021-04-02,Pfizer/BioNTech,50896
Iceland,2021-04-03,Johnson&Johnson,10
Iceland,2021-04-03,Moderna,6738
Iceland,2021-04-03,Oxford/AstraZeneca,17310
Iceland,2021-04-03,Pfizer/BioNTech,50896
Iceland,2021-04-04,Johnson&Johnson,10
Iceland,2021-04-04,Moderna,6738
Iceland,2021-04-04,Oxford/AstraZeneca,17310
Iceland,2021-04-04,Pfizer/BioNTech,50898
Iceland,2021-04-05,Johnson&Johnson,10
Iceland,2021-04-05,Moderna,6739
Iceland,2021-04-05,Oxford/AstraZeneca,17311
Iceland,2021-04-05,Pfizer/BioNTech,50898
Iceland,2021-04-06,Johnson&Johnson,14
Iceland,2021-04-06,Moderna,6740
Iceland,2021-04-06,Oxford/AstraZeneca,17313
Iceland,2021-04-06,Pfizer/BioNTech,50901
Iceland,2021-04-07,Johnson&Johnson,16
Iceland,2021-04-07,Moderna,6741
Iceland,2021-04-07,Oxford/AstraZeneca,18137
Iceland,2021-04-07,Pfizer/BioNTech,55200
Iceland,2021-04-08,Johnson&Johnson,19
Iceland,2021-04-08,Moderna,6744
Iceland,2021-04-08,Oxford/AstraZeneca,22442
Iceland,2021-04-08,Pfizer/BioNTech,57540
Iceland,2021-04-09,Johnson&Johnson,21
Iceland,2021-04-09,Moderna,8182
Iceland,2021-04-09,Oxford/AstraZeneca,22815
Iceland,2021-04-09,Pfizer/BioNTech,58041
Iceland,2021-04-10,Johnson&Johnson,21
Iceland,2021-04-10,Moderna,8183
Iceland,2021-04-10,Oxford/AstraZeneca,23330
Iceland,2021-04-10,Pfizer/BioNTech,58061
Iceland,2021-04-11,Johnson&Johnson,21
Iceland,2021-04-11,Moderna,8183
Iceland,2021-04-11,Oxford/AstraZeneca,23331
Iceland,2021-04-11,Pfizer/BioNTech,58062
Iceland,2021-04-12,Johnson&Johnson,25
Iceland,2021-04-12,Moderna,8185
Iceland,2021-04-12,Oxford/AstraZeneca,23355
Iceland,2021-04-12,Pfizer/BioNTech,58065
Iceland,2021-04-13,Johnson&Johnson,25
Iceland,2021-04-13,Moderna,8189
Iceland,2021-04-13,Oxford/AstraZeneca,23378
Iceland,2021-04-13,Pfizer/BioNTech,64254
Iceland,2021-04-14,Johnson&Johnson,25
Iceland,2021-04-14,Moderna,8191
Iceland,2021-04-14,Oxford/AstraZeneca,23920
Iceland,2021-04-14,Pfizer/BioNTech,65736
Iceland,2021-04-15,Johnson&Johnson,26
Iceland,2021-04-15,Moderna,8193
Iceland,2021-04-15,Oxford/AstraZeneca,24037
Iceland,2021-04-15,Pfizer/BioNTech,66946
Iceland,2021-04-16,Johnson&Johnson,26
Iceland,2021-04-16,Moderna,8193
Iceland,2021-04-16,Oxford/AstraZeneca,24042
Iceland,2021-04-16,Pfizer/BioNTech,67787
Iceland,2021-04-17,Johnson&Johnson,26
Iceland,2021-04-17,Moderna,8193
Iceland,2021-04-17,Oxford/AstraZeneca,24043
Iceland,2021-04-17,Pfizer/BioNTech,68137
Iceland,2021-04-18,Johnson&Johnson,26
Iceland,2021-04-18,Moderna,8193
Iceland,2021-04-18,Oxford/AstraZeneca,24043
Iceland,2021-04-18,Pfizer/BioNTech,68459
Iceland,2021-04-19,Johnson&Johnson,26
Iceland,2021-04-19,Moderna,8193
Iceland,2021-04-19,Oxford/AstraZeneca,24045
Iceland,2021-04-19,Pfizer/BioNTech,68923
Iceland,2021-04-20,Johnson&Johnson,26
Iceland,2021-04-20,Moderna,8206
Iceland,2021-04-20,Oxford/AstraZeneca,24048
Iceland,2021-04-20,Pfizer/BioNTech,75631
Iceland,2021-04-21,Johnson&Johnson,26
Iceland,2021-04-21,Moderna,12507
Iceland,2021-04-21,Oxford/AstraZeneca,24110
Iceland,2021-04-21,Pfizer/BioNTech,77303
Iceland,2021-04-22,Johnson&Johnson,26
Iceland,2021-04-22,Moderna,12509
Iceland,2021-04-22,Oxford/AstraZeneca,24111
Iceland,2021-04-22,Pfizer/BioNTech,77307
Iceland,2021-04-23,Johnson&Johnson,26
Iceland,2021-04-23,Moderna,12511
Iceland,2021-04-23,Oxford/AstraZeneca,24113
Iceland,2021-04-23,Pfizer/BioNTech,77758
Iceland,2021-04-24,Johnson&Johnson,26
Iceland,2021-04-24,Moderna,12511
Iceland,2021-04-24,Oxford/AstraZeneca,24113
Iceland,2021-04-24,Pfizer/BioNTech,77760
Iceland,2021-04-25,Johnson&Johnson,26
Iceland,2021-04-25,Moderna,12513
Iceland,2021-04-25,Oxford/AstraZeneca,24114
Iceland,2021-04-25,Pfizer/BioNTech,77761
Iceland,2021-04-26,Johnson&Johnson,26
Iceland,2021-04-26,Moderna,12516
Iceland,2021-04-26,Oxford/AstraZeneca,24117
Iceland,2021-04-26,Pfizer/BioNTech,77764
Iceland,2021-04-27,Johnson&Johnson,28
Iceland,2021-04-27,Moderna,12517
Iceland,2021-04-27,Oxford/AstraZeneca,24406
Iceland,2021-04-27,Pfizer/BioNTech,85149
Iceland,2021-04-28,Johnson&Johnson,406
Iceland,2021-04-28,Moderna,12519
Iceland,2021-04-28,Oxford/AstraZeneca,34088
Iceland,2021-04-28,Pfizer/BioNTech,86664
Iceland,2021-04-29,Johnson&Johnson,408
Iceland,2021-04-29,Moderna,12519
Iceland,2021-04-29,Oxford/AstraZeneca,44678
Iceland,2021-04-29,Pfizer/BioNTech,88284
Iceland,2021-04-30,Johnson&Johnson,501
Iceland,2021-04-30,Moderna,12522
Iceland,2021-04-30,Oxford/AstraZeneca,45164
Iceland,2021-04-30,Pfizer/BioNTech,88378
Iceland,2021-05-01,Johnson&Johnson,502
Iceland,2021-05-01,Moderna,12523
Iceland,2021-05-01,Oxford/AstraZeneca,45165
Iceland,2021-05-01,Pfizer/BioNTech,88569
Iceland,2021-05-02,Johnson&Johnson,505
Iceland,2021-05-02,Moderna,12523
Iceland,2021-05-02,Oxford/AstraZeneca,45166
Iceland,2021-05-02,Pfizer/BioNTech,88570
Iceland,2021-05-03,Johnson&Johnson,509
Iceland,2021-05-03,Moderna,12524
Iceland,2021-05-03,Oxford/AstraZeneca,45167
Iceland,2021-05-03,Pfizer/BioNTech,88582
Iceland,2021-05-04,Johnson&Johnson,564
Iceland,2021-05-04,Moderna,12526
Iceland,2021-05-04,Oxford/AstraZeneca,45253
Iceland,2021-05-04,Pfizer/BioNTech,99555
Iceland,2021-05-05,Johnson&Johnson,7083
Iceland,2021-05-05,Moderna,12527
Iceland,2021-05-05,Oxford/AstraZeneca,45770
Iceland,2021-05-05,Pfizer/BioNTech,102508
Iceland,2021-05-06,Johnson&Johnson,7979
Iceland,2021-05-06,Moderna,12530
Iceland,2021-05-06,Oxford/AstraZeneca,59815
Iceland,2021-05-06,Pfizer/BioNTech,104713
Iceland,2021-05-07,Johnson&Johnson,8490
Iceland,2021-05-07,Moderna,15411
Iceland,2021-05-07,Oxford/AstraZeneca,60042
Iceland,2021-05-07,Pfizer/BioNTech,104750
Iceland,2021-05-08,Johnson&Johnson,8493
Iceland,2021-05-08,Moderna,15412
Iceland,2021-05-08,Oxford/AstraZeneca,60045
Iceland,2021-05-08,Pfizer/BioNTech,104752
Iceland,2021-05-09,Johnson&Johnson,8495
Iceland,2021-05-09,Moderna,15412
Iceland,2021-05-09,Oxford/AstraZeneca,60046
Iceland,2021-05-09,Pfizer/BioNTech,104755
Iceland,2021-05-10,Johnson&Johnson,8502
Iceland,2021-05-10,Moderna,15415
Iceland,2021-05-10,Oxford/AstraZeneca,60198
Iceland,2021-05-10,Pfizer/BioNTech,104790
Iceland,2021-05-11,Johnson&Johnson,8736
Iceland,2021-05-11,Moderna,15419
Iceland,2021-05-11,Oxford/AstraZeneca,60230
Iceland,2021-05-11,Pfizer/BioNTech,114845
Iceland,2021-05-12,Johnson&Johnson,8937
Iceland,2021-05-12,Moderna,15421
Iceland,2021-05-12,Oxford/AstraZeneca,61545
Iceland,2021-05-12,Pfizer/BioNTech,117646
Iceland,2021-05-13,Johnson&Johnson,8941
Iceland,2021-05-13,Moderna,15422
Iceland,2021-05-13,Oxford/AstraZeneca,62528
Iceland,2021-05-13,Pfizer/BioNTech,117653
Iceland,2021-05-14,Johnson&Johnson,8951
Iceland,2021-05-14,Moderna,15423
Iceland,2021-05-14,Oxford/AstraZeneca,62552
Iceland,2021-05-14,Pfizer/BioNTech,118233
Iceland,2021-05-15,Johnson&Johnson,8952
Iceland,2021-05-15,Moderna,15425
Iceland,2021-05-15,Oxford/AstraZeneca,62552
Iceland,2021-05-15,Pfizer/BioNTech,118235
Iceland,2021-05-16,Johnson&Johnson,8952
Iceland,2021-05-16,Moderna,15426
Iceland,2021-05-16,Oxford/AstraZeneca,62552
Iceland,2021-05-16,Pfizer/BioNTech,118236
Iceland,2021-05-17,Johnson&Johnson,8954
Iceland,2021-05-17,Moderna,22619
Iceland,2021-05-17,Oxford/AstraZeneca,62640
Iceland,2021-05-17,Pfizer/BioNTech,118238
Iceland,2021-05-18,Johnson&Johnson,9325
Iceland,2021-05-18,Moderna,22622
Iceland,2021-05-18,Oxford/AstraZeneca,62926
Iceland,2021-05-18,Pfizer/BioNTech,125994
Iceland,2021-05-19,Johnson&Johnson,10649
Iceland,2021-05-19,Moderna,22623
Iceland,2021-05-19,Oxford/AstraZeneca,63748
Iceland,2021-05-19,Pfizer/BioNTech,128921
Iceland,2021-05-20,Johnson&Johnson,13276
Iceland,2021-05-20,Moderna,22625
Iceland,2021-05-20,Oxford/AstraZeneca,64661
Iceland,2021-05-20,Pfizer/BioNTech,131425
Iceland,2021-05-21,Johnson&Johnson,13344
Iceland,2021-05-21,Moderna,22642
Iceland,2021-05-21,Oxford/AstraZeneca,64710
Iceland,2021-05-21,Pfizer/BioNTech,131789
Iceland,2021-05-22,Johnson&Johnson,13346
Iceland,2021-05-22,Moderna,22643
Iceland,2021-05-22,Oxford/AstraZeneca,64710
Iceland,2021-05-22,Pfizer/BioNTech,131793
Iceland,2021-05-23,Johnson&Johnson,13348
Iceland,2021-05-23,Moderna,22644
Iceland,2021-05-23,Oxford/AstraZeneca,64710
Iceland,2021-05-23,Pfizer/BioNTech,131795
Iceland,2021-05-24,Johnson&Johnson,13348
Iceland,2021-05-24,Moderna,22646
Iceland,2021-05-24,Oxford/AstraZeneca,64712
